author,category,content,country,description,publishedAt,source,title,url,urlToImage
"Patrick Smith, Katrina Lau, Reuters, Alexander Smith",sports,"China has told the United States it will ""pay"" for its diplomatic boycott of the Beijing Winter Olympics on human rights grounds.
The White House on Monday announced it would not send any government… [+3581 chars]",usa,"China has told the United States it will ""pay"" for its diplomatic boycott of the Beijing Winter Olympics on human rights grounds.",2021-12-07T12:50:06Z,NBC News,China warns U.S. will 'pay' for Olympics diplomatic boycott - NBC News,https://www.nbcnews.com/news/world/china-warns-us-will-pay-olympics-diplomatic-boycott-rcna7837,"https://media-cldnry.s-nbcnews.com/image/upload/t_nbcnews-fp-1200-630,f_auto,q_auto:best/rockcms/2021-12/211207-beijing-mb-1033-c5c02a.jpg"
Peter Botte,sports,"Sign up here to get Beyond the Back Page delivered to your inbox each morning.
Gil Hodges, one of only two managers in team history to front the Mets to a World Series championship, finally was elec… [+580 chars]",usa,"Of course, pairing Max Scherzer with another multiple Cy Young winner — Jacob deGrom – atop the Mets rotation has to make the job far more enticing than it was just ahead of Thanksgiving.",2021-12-07T12:40:00Z,New York Post,"Mets manager candidates, from Buck Showalter to the rookies - New York Post",https://nypost.com/2021/12/07/mets-manager-candidates-from-buck-showalter-to-the-rookies/,https://nypost.com/wp-content/uploads/sites/2/2021/12/mets_manager_candidates.jpg?quality=90&strip=all&w=1024
Mike Rosenstein | NJ Advance Media for NJ.com,sports,"Nothing to see here.
Thats what Philadelphia Eagles head coach Nick Sirianni said when asked about a QB controversy following the 33-18 win Sunday over the New York Jets.
Backup quarterback Gardner… [+2253 chars]",usa,Quarterback Jalen Hurts watched from the sideline Sunday as Gardner Minshew led the Philadelphia Eagles to a 33-18 win over the New York Jets.,2021-12-07T12:30:00Z,nj.com,"Ex-Eagles QB says he’s mentoring Jalen Hurts, who has nothing to fear from Minshew Mania - nj.com",https://www.nj.com/eagles/2021/12/ex-eagles-qb-says-hes-mentoring-jalen-hurts-who-has-nothing-to-fear-from-minshew-mania.html,https://www.nj.com/resizer/v82jjVKeMXZpCUUVGm4u5GLH0go=/1280x0/smart/cloudfront-us-east-1.images.arcpublishing.com/advancelocal/YWV7YT5XNVESFABQLYHYDBNZ3E.jpg
n-tv NACHRICHTEN,health,"Alzheimer ist die häufigste Form der Demenz. Bislang ist die Krankheit kaum therapierbar. Doch eine neue Studie weckt Hoffnung auf eine neue Behandlungsmöglichkeit - mit einem Medikament, das normale… [+3281 chars]",deu,"Alzheimer ist die häufigste Form der Demenz. Bislang ist die Krankheit kaum therapierbar. Doch eine neue Studie weckt Hoffnung auf eine neue Behandlungsmöglichkeit - mit einem Medikament, das normalerweise für etwas ganz anderes verwendet wird.",2021-12-07T13:49:27Z,N-tv.de,Study on dementia drugs: Viagra could help against Alzheimer's - n-tv NACHRICHTEN,https://www.n-tv.de/wissen/Viagra-koennte-gegen-Alzheimer-helfen-article22981655.html,https://bilder4.n-tv.de/img/incoming/crop19946471/1101321186-cImg_16_9-w1200/imago53424355h.jpg
,health,"Wofür braucht unser Körper Vitamin K eigentlich und in welchen Lebensmitteln steckt es? Im Folgenden erfahren Sie, was Vitamin K genau ist, welche Funktionen es erfüllt und was passiert, wenn wir ein… [+3187 chars]",deu,"Vitamin K ist essentiell für die Blutgerinnung und kommt vor allem in grünem Gemüse vor. Ein Mangel ist selten, kann aber bei bestimmten Personengruppen auftreten. Hier erfahren Sie, welche unterschiedlichen Symptome auf einen Vitamin-K-Mangel hindeuten könne…",2021-12-07T07:34:28Z,Vital.de,Vitamin K deficiency: These 8 symptoms and consequences are imminent - Vital,https://www.vital.de/gesunde-ernaehrung/vitamine-naehrstoffe/vitamin-k-mangel-diese-8-symptome-und-folgen-drohen-5181,https://www.vital.de/sites/default/files/styles/facebook/public/2021-09/blauer_fleck_oberschenkel.jpg?h=8591af71&itok=xlU-bel1
Klaus-Dieter Kolenda,health,"Diese menschliche T-Zelle (blau) wird von HIV (gelb), dem Virus, das AIDS verursacht, angegriffen. Bild: NIH, Public domain
Neue Daten und Fakten zur HIV-Erkrankung weltweit und in Deutschland
Seit… [+4173 chars]",deu,Neue Daten und Fakten zur HIV-Erkrankung weltweit und in Deutschland,2021-12-07T07:00:00Z,heise online,Corona and HIV: a devastating clash - Telepolis,https://www.heise.de/tp/features/Corona-und-HIV-ein-verheerendes-Zusammentreffen-6287734.html,https://heise.cloudimg.io/bound/1200x1200/q85.png-lossy-85.webp-lossy-85.foil1/_www-heise-de_/imgs/18/3/2/2/8/0/3/2/hiv_t_zelle-afaa34b094d227b9.jpeg
Alexander Stindt,health,"Wie Vitamin-D die Herzgesundheit schützt
Ein niedriger Gehalt von Vitamin-D im Körper scheint das Risiko für die Entstehung von Herz-Kreislauf-Erkrankungen zu erhöhen. Das Risiko kardiovaskulärer Er… [+3718 chars]",deu,"Wie Vitamin-D die Herzgesundheit schützt Ein niedriger Gehalt von Vitamin-D im Körper scheint das Risiko für die Entstehung von Herz-Kreislauf-Erkrankungen zu erhöhen. Das Risiko kardiovaskulärer Erkrankungen könnte demnach reduziert werden, wenn auf eine aus…",2021-12-06T17:58:11Z,Heilpraxisnet.de,Cardiovascular diseases due to vitamin D deficiency - Heilpraxisnet.de,https://www.heilpraxisnet.de/naturheilpraxis/herz-kreislauf-erkrankungen-durch-vitamin-d-mangel-20211206551457/,https://www.heilpraxisnet.de/wp-content/uploads/2020/05/Corona-VitaminD.jpeg
Anneke Mayra Petersen,health,"Berlin. Dass Rauchen Erektionsstörungen fördert, ist bekannt. Eine Studie zeigt jetzt, dass auch E-Zigaretten die für viele als gesündere Alternative gelten ein Risikofaktor für Potenzprobleme sind.… [+2660 chars]",deu,"Dass Rauchen Erektionsstörungen fördert, ist bekannt. Eine Studie zeigt jetzt, dass auch E-Zigaretten ein Risikofaktor für Potenzprobleme sind.",2021-12-06T11:27:00Z,Www.noz.de,Erectile dysfunction: This is how e-cigarettes damage potency - noz.de - Neue Osnabrücker Zeitung,https://www.noz.de/deutschland-welt/gut-zu-wissen/artikel/2499332/studie-e-zigaretten-verdoppeln-das-risiko-fuer-erektionsstoerungen,https://www.noz.de/article/teaser/2499332/full
CANDRIAM,health,"Die erste Meldung datiert vom 5. Juni 1981. Eine seltene Form der Lungenentzündung, die in einem Homosexuellen-Viertel in San Francisco grassiert, ist damals Gegenstand einer offiziellen Mitteilung d… [+6489 chars]",deu,"Vierzig Jahre nach dem Auftreten von HIV könnte das Virus mittelfristig durch die Kombination von Präventionsmaßnahmen und wissenschaftlichem Fortschritt ausgerottet werden. Die Suche nach einer kurativen Behandlung macht große Fortschritte, aber die Suche na…",2021-12-06T11:05:00Z,Private-banking-magazin.de,38 million people live with HIV AIDS therapies make great progress - private banking magazin,https://www.private-banking-magazin.de/aids-therapien-machen-grosse-fortschritte/,https://www.private-banking-magazin.de/uploads/images/teaser/big/1638788933-imago0089056564h.jpg
Agenturen,health,,deu,"Der Österreichische Verband der Impfstoffhersteller warnt vor Doppelinfektionen - vor allem auch bei Kindern - mit dem Coronavirus und anderen Erregern, etwa Influenza.",2021-12-06T09:35:47Z,K.at,"Double infections with ""flu"" or RSV aggravate Covid - k.at",https://k.at/news/doppelinfektionen-mit-grippe-oder-rsv-verschlimmern-covid/401830762,https://image.k.at/images/facebook/6578446/78350011464177694_BLD_Online.jpg
,health,Wie schwer ist der Verlauf von Covid-19? Und wer wird eine Beatmung benötigen? Einen neuen Marker für den Schweregrad der Coronavirus-Infektion haben nun Münchener Forscher identifiziert. Demnach ver… [+4650 chars],deu,Wie schwer ist der Verlauf von Covid-19? Und wer wird eine Beatmung benötigen? Einen neuen Marker für den Schweregrad der Coronavirus-Infektion haben nun,2021-12-06T09:22:33Z,wissenschaft.de,New marker for the severity of Covid-19 - wissenschaft.de,https://www.wissenschaft.de/gesundheit-medizin/neuer-marker-fuer-den-schweregrad-von-covid-19/,https://www.wissenschaft.de/wp-content/uploads/2/1/21-12-06-covid.jpg
Lars Becker,health,"Eine neue Studie von CasinoOnline.de hat 120 der beliebtesten kostenlosen Apps im App Store analysiert um herauszufinden, wie viele Informationen sie vom Benutzer verlangen, um auf ihren Dienst zuzug… [+6183 chars]",deu,"Eine neue Studie von CasinoOnline.de hat 120 der beliebtesten kostenlosen Apps im App Store analysiert um herauszufinden, wie viele Informationen sie vom Benutzer verlangen, um auf...",2021-12-05T17:58:13Z,It-daily.net,What apps really know about the user! - it-daily.net - it-daily.net,https://www.it-daily.net/it-sicherheit/mobile-security/31699-was-apps-wirklich-ueber-den-nutzer-wissen,https://www.it-daily.net/images/Aufmacher-2021/Apps-Quelle-Viktollio-Shutterstock-1919730287-700.jpg
,health,<ul><li> Le cholestérol est un corps gras présent dans notre corps et dans l'alimentation. </li><li> Un taux élevé de cholestérol est associé à des risques cardiovasculaires comme l'infarctus du myoc… [+3306 chars],fra,"Grâce à un réactif, à appliquer sur la peau, et à un détecteur, il est possible de mesurer le taux de cholestérol LDL. .",2021-12-07T08:00:00Z,Pourquoi Docteur ?,When your hand reveals... your cholesterol level! - Why Doctor?,https://www.pourquoidocteur.fr/Articles/Question-d-actu/37997-Quand-main-revele-votre-taux-cholesterol,https://www.pourquoidocteur.fr/media/article/man-performing-stop-gesture-with-hand-picture-id179042818-1638807788.jpg
https://www.facebook.com/orangeactufr,health,"AFP, publié le mardi 07 décembre 2021 à 08h06
Les traitements anti-Covid à partir de plasma sanguin d'anciens malades n'ont pas fait leurs preuves et doivent être évités contre les formes légères ou… [+1403 chars]",fra,"Les traitements anti-Covid à partir de plasma sanguin d'anciens malades n'ont pas fait leurs preuves et doivent être évités contre les formes légères ou graves, ont estimé mardi des experts de l'Organisation mondiale de la santé (OMS).",2021-12-07T07:06:33Z,Orange.fr,Covid: WHO rejects treatment with blood of former patients - Actu Orange,https://actu.orange.fr/societe/sante/covid-l-oms-rejette-les-traitements-a-partir-de-sang-d-ex-malades-CNT000001HgjMs.html,http://media1.woopic.com/api/v1/images/661%2Fafp-news%2F37c%2Fbeb%2Fbbcc44bdc0aab01859354008bc%2Fcovid-l-oms-rejette-les-traitements-a-partir-de-sang-d-ex-malades%7C000_8RG23J-highDef.jpg?format=470x264&facedetect=1&quality=85
Propos recueillis par Béatrice Dillies,health,"l'essentiel
 Le nombre de patients Covid+ hospitalisés au CHU de Toulouse a doublé ces trois dernières semaines. Parmi eux, une forte proportion de personnes non vaccinées, et notamment de ""non vacc… [+6071 chars]",fra,"Le nombre de patients Covid+ hospitalisés au CHU de Toulouse a doublé ces trois dernières semaines. Parmi eux, une forte proportion de personnes non vaccinées, et notamment de ""non vaccinés volontaires"" par opposition aux non vaccinés qui n'ont pas le choix. …",2021-12-07T05:31:00Z,LaDepeche.fr,A new study shows that the number of people who have been vaccinated in the last two years has increased by more than 50% in the last two years. - ladepeche.fr,https://www.ladepeche.fr/2021/12/06/interview-dr-alvarez-infectiologue-au-chu-de-toulouse-voir-des-non-vaccines-volontaires-en-reanimation-cest-deprimant-9975280.php,https://images.ladepeche.fr/api/v1/images/view/61ae5fa1d286c20c4f6ed735/large/image.jpg?v=13
Florence Rosier,health,"Analyse. Mercredi 6 octobre, lOrganisation mondiale de la santé (OMS) annonçait un « moment historique » dans la lutte contre le paludisme. Pour la première fois dans la guerre dusure engagée contre … [+2510 chars]",fra,"En l’espace d’un an, des chercheurs sont parvenus à développer des vaccins très efficaces contre « Plasmodium falciparum ». Pour autant, crier victoire serait très prématuré. Car la mise au point d’un vaccin antipaludéen est un tout autre défi que le développ…",2021-12-07T05:00:09Z,Le Monde,Malaria: Covid-19 hinders control but boosts vaccine research - Le Monde,https://www.lemonde.fr/idees/article/2021/12/07/paludisme-le-covid-19-entrave-la-lutte-mais-stimule-la-recherche-d-un-vaccin_6104972_3232.html,https://img.lemde.fr/2021/12/06/416/0/5000/2500/1440/720/60/0/d9cfcf5_311572128-000-9pa8uu.jpg
,health,,fra,,2021-12-06T19:15:54Z,Google News,"Depakine could have negative effects on future generations, according to an association - Ouest-France",https://news.google.com/__i/rss/rd/articles/CBMiqQFodHRwczovL3d3dy5vdWVzdC1mcmFuY2UuZnIvc2FudGUvbGEtZGVwYWtpbmUtcG91cnJhaXQtYXZvaXItZGVzLWVmZmV0cy1uZWdhdGlmcy1zdXItbGVzLWdlbmVyYXRpb25zLXN1aXZhbnRlcy1zZWxvbi11bmUtYXNzb2NpYXRpb24tMTlkOWIyNmMtNTZjNy0xMWVjLWEwMGItODFlYTNhMDdhYzBh0gGpAWh0dHBzOi8vYW1wLm91ZXN0LWZyYW5jZS5mci9zYW50ZS9sYS1kZXBha2luZS1wb3VycmFpdC1hdm9pci1kZXMtZWZmZXRzLW5lZ2F0aWZzLXN1ci1sZXMtZ2VuZXJhdGlvbnMtc3VpdmFudGVzLXNlbG9uLXVuZS1hc3NvY2lhdGlvbi0xOWQ5YjI2Yy01NmM3LTExZWMtYTAwYi04MWVhM2EwN2FjMGE?oc=5,
Felicia Sideris,health,"La prétention du vaccin n'a jamais été d'anéantir le risque d'infection. Qu'à cela ne tienne, Nicolas Dupont-Aignan a tout de même utilisé cet argument pour décrédibiliser les produits utilisés pour … [+3583 chars]",fra,"PROTECTION - Ce lundi sur LCI, Nicolas Dupont-Aignan a accusé le vaccin contre le Covid-19 d'être inefficace contre le risque de transmission du virus. L'occasion de faire le point sur les connaissances actuelles sur le sujet. . Santé : video, Que sait-on de …",2021-12-06T15:52:33Z,Www.lci.fr,What is known about the vaccine's protection against Covid-19 transmission? - LCI,https://www.lci.fr/sante/vaccination-covid-19-que-sait-on-de-la-protection-du-vaccin-contre-la-transmission-du-coronavirus-2203842.html,https://photos.lci.fr/images/1280/720/nicolas-dupont-aignan-16-09-21-9618ce-0@1x.jpeg
La Provence (avec AFP),health,"Une prochaine pandémie risque d'être ""pire"", va prévenir ce lundi la scientifique britannique Sarah Gilbert, co-créatrice du vaccin d'Oxford/AstraZeneca contre le Covid-19, appelant à investir dans l… [+2281 chars]",fra,"Une prochaine pandémie risque d'être ""pire"", va prévenir ce lundi la scientifique britannique Sarah Gilbert, co-créatrice du vaccin d'Oxford/AstraZeneca contre le Covid-19, appelant à investir dans la recherche pour être mieux préparés à cette éventualité.",2021-12-06T13:17:50Z,La Provence,"Coronavirus: a future pandemic could be 'worse', warns AstraZeneca vaccine co-creator - La Provence",https://www.laprovence.com/actu/en-direct/6585639/coronavirus-une-prochaine-pandemie-pourrait-etre-pire-previent-la-co-creatrice-du-vaccin-dastrazeneca.htm,https://images.laprovence.com/v1/focus=384x279.5/cover=993x520/image:media/relaxnews/2021-06/2021-06-29/000_99u3xt_copie.7fdc2073312.w768.jpg
Julie Kern,health,"La Covid-19 attaque les voies respiratoires mais aussi le cerveau. Durant son congrès annuel, la Société de radiologie d'Amérique du Nord a présenté les résultats de son étude sur l'incidence des lés… [+2391 chars]",fra,"La Covid-19 attaque les voies respiratoires mais aussi le cerveau. Durant son congrès annuel, la Société de radiologie d'Amérique du Nord a présenté les résultats de son étude sur l'incidence des...",2021-12-06T08:03:28Z,Futura,The damage of Covid-19 on the human brain in pictures - Futura-Sciences,https://www.futura-sciences.com/sante/actualites/cerveau-degats-covid-19-cerveau-humain-images-95245/,https://cdn.futura-sciences.com/buildsv6/images/wide1920/4/d/f/4df27260d0_50165888_cerveau-min.jpg
